G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Season,Hitter ID,Team,is_sub_row,Last Team,WAR
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,493.0,0.0,0.0,-0.19969434538970962,-0.0203,1.0,0.0,S9,63,CHC,False,CHC,-0.01612399982410652
13.0,35.0,30.0,13.0,8.0,4.0,3.0,2.0,4.0,32.0,10.0,4.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,2.0,0.0,0.43333333333333335,0.4857142857142857,1.0666666666666667,1.5523809523809524,0.6333333333333333,0.45,0.0,0.11428571428571428,0.2,0.11428571428571428,0.25,0.75,0.3333333333333333,192.75,0.4857142857142857,1.0666666666666667,2.0347024817544406,0.6151999999999999,3.0,9.0,S9,65,PHI,False,PHI,0.3380604631956996
13.0,38.0,33.0,17.0,6.0,11.0,2.0,1.0,3.0,30.0,9.0,4.0,0.0,6.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,4.0,0.0,0.5151515151515151,0.5526315789473685,0.9090909090909091,1.4617224880382775,0.3939393939393939,0.56,0.75,0.07894736842105263,0.15789473684210525,0.10526315789473684,0.25,0.75,0.3333333333333333,181.8095238095238,0.5526315789473685,0.9090909090909091,3.436741271857681,0.7615,3.0,9.0,S9,66,SEA,False,SEA,0.48980064635061693
13.0,40.0,32.0,4.0,4.0,1.0,2.0,1.0,0.0,8.0,1.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,8.0,0.0,0.125,0.3,0.25,0.55,0.125,0.16,0.0,0.0,0.175,0.2,0.2857142857142857,0.7142857142857143,0.4,266.97435897435895,0.3,0.25,0.6359560644411766,-0.12479999999999997,6.0,15.0,S9,68,CHC,False,CHC,0.21741299503869538
11.0,29.0,28.0,6.0,0.0,3.0,3.0,0.0,0.0,9.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,2.0,0.0,0.21428571428571427,0.2413793103448276,0.32142857142857145,0.562807881773399,0.10714285714285718,0.3,0.0,0.0,0.27586206896551724,0.034482758620689655,0.2857142857142857,0.7142857142857143,0.4,265.86206896551727,0.2413793103448276,0.32142857142857145,-5.848238958962879,-0.222,4.0,10.0,S9,71,TOR,False,TOR,-0.47330628916521905
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,1.4604089474406476,0.0192,0.0,0.0,S9,73,COL,False,COL,0.1498863294589292
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,131.0,1.0,0.0,0.3847604224240396,0.0346,0.0,0.0,S9,76,COL,False,COL,0.04232147695726841
3.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.25,0.25,0.75,1.0,0.5,0.3333333333333333,0.0,0.0,0.25,0.0,0.6666666666666666,0.3333333333333333,2.0,233.25,0.25,0.75,-1.2929156081880555,0.0644,2.0,1.0,S9,79,STL,False,STL,-0.11390982195934778
16.0,46.0,41.0,9.0,5.0,2.0,3.0,0.0,4.0,24.0,9.0,4.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,12.0,2.0,0.0,0.21951219512195122,0.2826086956521739,0.5853658536585366,0.8679745493107105,0.36585365853658536,0.1724137931034483,1.0,0.08695652173913043,0.1956521739130435,0.08695652173913043,0.4,0.6,0.6666666666666666,253.27659574468086,0.2826086956521739,0.5853658536585366,-3.918669270230226,-0.2631000000000001,10.0,15.0,S9,80,COL,False,COL,-0.2149769301392582
14.0,43.0,39.0,10.0,6.0,10.0,0.0,0.0,0.0,10.0,3.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,8.0,2.0,0.0,0.2564102564102564,0.32558139534883723,0.2564102564102564,0.5819916517590936,0.0,0.3125,0.0,0.0,0.16279069767441862,0.09302325581395349,0.5833333333333334,0.4166666666666667,1.4,270.9761904761905,0.32558139534883723,0.2564102564102564,-2.423558216831271,-0.5978,14.0,10.0,S9,81,COL,False,COL,-0.07700212894395601
15.0,48.0,41.0,11.0,9.0,5.0,0.0,3.0,3.0,26.0,7.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,10.0,2.0,0.0,0.2682926829268293,0.375,0.6341463414634146,1.0091463414634148,0.36585365853658536,0.24242424242424243,0.0,0.0625,0.10416666666666667,0.14583333333333334,0.52,0.48,1.0833333333333333,239.7872340425532,0.375,0.6341463414634146,4.82077760789525,0.4256000000000001,13.0,12.0,S9,82,COL,False,COL,0.6666586271030184
14.0,36.0,35.0,10.0,6.0,6.0,1.0,2.0,1.0,18.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,6.0,5.0,0.0,0.2857142857142857,0.3055555555555556,0.5142857142857142,0.8198412698412698,0.22857142857142854,0.32142857142857145,0.0,0.027777777777777776,0.16666666666666666,0.027777777777777776,0.45,0.55,0.8181818181818182,264.6666666666667,0.3055555555555556,0.5142857142857142,-1.1693367163209905,0.027300000000000126,9.0,11.0,S9,84,COL,False,COL,0.021501978103020923
16.0,42.0,39.0,16.0,13.0,5.0,5.0,3.0,3.0,36.0,8.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,11.0,3.0,0.0,0.41025641025641024,0.4523809523809524,0.9230769230769231,1.3754578754578755,0.5128205128205129,0.38235294117647056,1.0,0.07142857142857142,0.047619047619047616,0.07142857142857142,0.36363636363636365,0.6363636363636364,0.5714285714285714,193.13953488372093,0.4523809523809524,0.9230769230769231,11.165982904049947,0.8056000000000001,8.0,14.0,S9,89,COL,False,COL,1.2781065484293015
14.0,45.0,36.0,9.0,10.0,4.0,3.0,2.0,0.0,16.0,3.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,9.0,4.0,0.0,0.25,0.4,0.4444444444444444,0.8444444444444444,0.19444444444444442,0.3333333333333333,0.0,0.0,0.2,0.2,0.3157894736842105,0.6842105263157895,0.46153846153846156,242.04444444444445,0.4,0.4444444444444444,7.141706789655856,0.33729999999999993,6.0,13.0,S9,90,CWS,False,CWS,0.8872152411344857
15.0,45.0,37.0,7.0,5.0,3.0,2.0,0.0,2.0,15.0,4.0,8.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,0.1891891891891892,0.3333333333333333,0.40540540540540543,0.7387387387387387,0.21621621621621623,0.3125,0.0,0.044444444444444446,0.4222222222222222,0.17777777777777778,0.45454545454545453,0.5454545454545454,0.8333333333333334,255.06666666666666,0.3333333333333333,0.40540540540540543,-3.4841058005245578,-0.31190000000000007,5.0,6.0,S9,91,SDP,False,SDP,-0.17536601788355582
11.0,33.0,28.0,10.0,5.0,6.0,4.0,0.0,0.0,14.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,10.0,1.0,0.0,0.35714285714285715,0.42424242424242425,0.5,0.9242424242424243,0.14285714285714285,0.38461538461538464,0.0,0.0,0.09090909090909091,0.12121212121212122,0.3333333333333333,0.6666666666666666,0.5,224.36363636363637,0.42424242424242425,0.5,2.7115218957909106,-0.0015999999999999348,6.0,12.0,S9,99,DET,False,DET,0.3980515351696177
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,2.0,0.48165098058539474,0.0637,0.0,0.0,S9,100,DET,False,DET,0.052010532773403916
10.0,29.0,27.0,7.0,6.0,0.0,6.0,0.0,1.0,16.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,3.0,0.0,0.25925925925925924,0.3103448275862069,0.5925925925925926,0.9029374201787994,0.3333333333333333,0.3157894736842105,0.0,0.034482758620689655,0.2413793103448276,0.06896551724137931,0.38461538461538464,0.6153846153846154,0.625,247.89655172413794,0.3103448275862069,0.5925925925925926,4.232521007309791,-0.18519999999999992,5.0,8.0,S9,104,DET,False,DET,0.534769707462048
12.0,33.0,31.0,13.0,8.0,7.0,2.0,3.0,1.0,24.0,6.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.41935483870967744,0.45454545454545453,0.7741935483870968,1.2287390029325513,0.3548387096774193,0.5,1.0,0.030303030303030304,0.18181818181818182,0.06060606060606061,0.5384615384615384,0.46153846153846156,1.1666666666666667,210.11428571428573,0.45454545454545453,0.7741935483870968,7.071669523713888,0.2763999999999999,7.0,6.0,S9,108,HOU,False,HOU,0.8340662979619153
15.0,45.0,43.0,10.0,6.0,4.0,2.0,1.0,3.0,23.0,7.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,4.0,8.0,0.0,0.23255813953488372,0.26666666666666666,0.5348837209302325,0.8015503875968992,0.3023255813953488,0.22580645161290322,0.0,0.06666666666666667,0.2,0.044444444444444446,0.52,0.48,1.0833333333333333,274.73333333333335,0.26666666666666666,0.5348837209302325,-3.5579861615470945,-0.2785,13.0,12.0,S9,113,HOU,False,HOU,-0.1827540539858095
8.0,20.0,19.0,3.0,1.0,1.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,3.0,0.0,0.15789473684210525,0.2,0.2631578947368421,0.4631578947368421,0.10526315789473684,0.21428571428571427,0.0,0.0,0.25,0.05,0.75,0.25,3.0,312.55,0.2,0.2631578947368421,-4.538482413239104,-0.4044,9.0,3.0,S9,114,HOU,False,HOU,-0.3769395470266216
2.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,195.33333333333334,0.6666666666666666,0.6666666666666666,0.5758948171109989,0.0638,1.0,0.0,S9,117,HOU,False,HOU,0.06912578585569322
12.0,37.0,35.0,13.0,4.0,6.0,5.0,1.0,1.0,23.0,7.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,9.0,3.0,0.0,0.37142857142857144,0.3783783783783784,0.6571428571428571,1.0355212355212355,0.2857142857142857,0.41379310344827586,0.0,0.02702702702702703,0.16216216216216217,0.02702702702702703,0.3157894736842105,0.6842105263157895,0.46153846153846156,208.2,0.3783783783783784,0.6571428571428571,-0.29160372371965226,0.18630000000000002,6.0,13.0,S9,119,HOU,False,HOU,0.11312071207801919
10.0,24.0,21.0,4.0,2.0,1.0,1.0,1.0,1.0,10.0,3.0,3.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,0.0,0.19047619047619047,0.2916666666666667,0.47619047619047616,0.7678571428571428,0.2857142857142857,0.21428571428571427,0.6666666666666666,0.041666666666666664,0.25,0.125,0.2727272727272727,0.7272727272727273,0.375,242.40740740740742,0.2916666666666667,0.47619047619047616,-3.6059563924766245,-0.4974,3.0,8.0,S9,127,PHI,False,PHI,-0.2683052060909158
4.0,5.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,6.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.2,1.6,0.7999999999999999,0.5,0.0,0.2,0.4,0.0,0.0,1.0,0.0,178.25,0.4,1.2,-0.27928091900095803,0.246,0.0,1.0,S9,131,NYY,False,NYY,-0.008700918325773585
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,497.0,0.0,0.0,-0.23942782517771316,-0.0037,1.0,0.0,S9,134,NYM,False,NYM,-0.020097347802906874
12.0,32.0,31.0,11.0,6.0,5.0,4.0,0.0,2.0,21.0,6.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,2.0,0.0,0.3548387096774194,0.375,0.6774193548387096,1.0524193548387095,0.32258064516129026,0.375,1.0,0.0625,0.15625,0.03125,0.4666666666666667,0.5333333333333333,0.875,218.52777777777777,0.375,0.6774193548387096,2.2830764062217126,0.201,7.0,8.0,S9,135,PHI,False,PHI,0.35136155149783344
15.0,42.0,40.0,10.0,3.0,2.0,2.0,4.0,2.0,26.0,6.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,11.0,8.0,0.0,0.25,0.2619047619047619,0.65,0.911904761904762,0.4,0.25,0.0,0.047619047619047616,0.16666666666666666,0.023809523809523808,0.23076923076923078,0.7692307692307693,0.3,232.58139534883722,0.2619047619047619,0.65,-5.273879895782237,-0.22609999999999994,6.0,20.0,S9,138,NYY,False,NYY,-0.36587973155391706
12.0,31.0,30.0,10.0,7.0,2.0,3.0,1.0,4.0,27.0,11.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,7.0,2.0,0.0,0.3333333333333333,0.3548387096774194,0.9,1.2548387096774194,0.5666666666666667,0.2608695652173913,0.0,0.12903225806451613,0.0967741935483871,0.03225806451612903,0.5,0.5,1.0,230.25806451612902,0.3548387096774194,0.9,0.41710334927889126,0.3846,9.0,9.0,S9,140,KCR,False,KCR,0.16091881108868686
15.0,42.0,40.0,18.0,11.0,10.0,3.0,0.0,5.0,36.0,9.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,3.0,0.0,0.45,0.47619047619047616,0.9,1.3761904761904762,0.45,0.43333333333333335,1.0,0.11904761904761904,0.11904761904761904,0.047619047619047616,0.35294117647058826,0.6470588235294118,0.5454545454545454,202.67441860465115,0.47619047619047616,0.9,8.947686750104786,1.1092,6.0,11.0,S9,151,KCR,False,KCR,1.0562769330347854
10.0,32.0,26.0,8.0,4.0,5.0,2.0,0.0,1.0,13.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,9.0,3.0,0.0,0.3076923076923077,0.375,0.5,0.875,0.1923076923076923,0.30434782608695654,0.0,0.03125,0.125,0.125,0.2631578947368421,0.7368421052631579,0.35714285714285715,230.96875,0.375,0.5,-3.223392405072012,-0.1381,5.0,14.0,S9,161,SDP,False,SDP,-0.199285329631539
16.0,47.0,38.0,11.0,7.0,9.0,0.0,0.0,2.0,17.0,5.0,8.0,0.0,5.0,0.0,1.0,4.0,0.0,1.0,3.0,4.0,9.0,7.0,3.0,0.0,0.2894736842105263,0.40425531914893614,0.4473684210526316,0.8516237402015677,0.15789473684210525,0.28125,0.2,0.0425531914893617,0.10638297872340426,0.1702127659574468,0.5925925925925926,0.4074074074074074,1.4545454545454546,260.88461538461536,0.40425531914893614,0.4473684210526316,1.6527598749859616,-0.0948,16.0,11.0,S9,163,LAD,False,LAD,0.34601141909722505
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,432.0,0.0,0.0,-0.23951798337741367,-0.0017000000000000001,1.0,0.0,S9,165,LAD,False,LAD,-0.020106363622876926
10.0,23.0,22.0,3.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.13636363636363635,0.17391304347826086,0.18181818181818182,0.3557312252964427,0.04545454545454547,0.25,0.0,0.0,0.43478260869565216,0.043478260869565216,0.4444444444444444,0.5555555555555556,0.8,281.69565217391306,0.17391304347826086,0.18181818181818182,-3.440425032656151,-0.3625,4.0,5.0,S9,168,LAD,False,LAD,-0.2555975048237329
12.0,28.0,28.0,10.0,4.0,6.0,2.0,2.0,0.0,16.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,6.0,1.0,0.0,0.35714285714285715,0.35714285714285715,0.5714285714285714,0.9285714285714286,0.21428571428571425,0.45454545454545453,0.0,0.0,0.21428571428571427,0.0,0.4166666666666667,0.5833333333333334,0.7142857142857143,233.16666666666666,0.35714285714285715,0.5714285714285714,1.2120881349862755,0.20279999999999992,5.0,7.0,S9,170,LAD,False,LAD,0.228880985514832
13.0,33.0,27.0,8.0,5.0,4.0,2.0,0.0,2.0,16.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,8.0,2.0,0.0,0.2962962962962963,0.3939393939393939,0.5925925925925926,0.9865319865319865,0.2962962962962963,0.2608695652173913,0.0,0.06060606060606061,0.09090909090909091,0.15151515151515152,0.3888888888888889,0.6111111111111112,0.6363636363636364,233.5151515151515,0.3939393939393939,0.5925925925925926,2.67086131757122,0.5882999999999999,7.0,11.0,S9,176,PIT,False,PIT,0.39398547734764866
12.0,31.0,28.0,9.0,5.0,5.0,2.0,1.0,1.0,16.0,4.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,2.0,7.0,1.0,0.0,0.32142857142857145,0.3870967741935484,0.5714285714285714,0.9585253456221198,0.24999999999999994,0.34782608695652173,0.0,0.03225806451612903,0.12903225806451613,0.0967741935483871,0.5555555555555556,0.4444444444444444,1.25,243.90625,0.3870967741935484,0.5714285714285714,0.7304343560645564,-0.11870000000000003,10.0,8.0,S9,178,CWS,False,CWS,0.19225191176725337
16.0,51.0,46.0,23.0,10.0,17.0,2.0,0.0,4.0,37.0,9.0,5.0,0.0,7.0,0.0,8.0,6.0,0.0,0.0,2.0,4.0,3.0,8.0,1.0,0.0,0.5,0.5490196078431373,0.8043478260869565,1.3533674339300938,0.30434782608695654,0.5428571428571428,0.5714285714285714,0.0784313725490196,0.13725490196078433,0.09803921568627451,0.5,0.5,1.0,204.87692307692308,0.5490196078431373,0.8043478260869565,8.367860995487117,0.9148,9.0,9.0,S9,180,ATL,False,ATL,1.0329032700067984
10.0,23.0,23.0,6.0,3.0,3.0,0.0,0.0,3.0,15.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,0.0,0.0,0.2608695652173913,0.2608695652173913,0.6521739130434783,0.9130434782608696,0.391304347826087,0.21428571428571427,0.0,0.13043478260869565,0.2608695652173913,0.0,0.5833333333333334,0.4166666666666667,1.4,258.5217391304348,0.2608695652173913,0.6521739130434783,-3.240037592887013,-0.3067,7.0,5.0,S9,186,ATL,False,ATL,-0.2355587608468191
14.0,36.0,34.0,7.0,3.0,3.0,3.0,1.0,0.0,12.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,11.0,5.0,0.0,0.20588235294117646,0.25,0.35294117647058826,0.6029411764705883,0.1470588235294118,0.23333333333333334,0.0,0.0,0.1111111111111111,0.05555555555555555,0.30434782608695654,0.6956521739130435,0.4375,252.05555555555554,0.25,0.35294117647058826,-1.774750911473061,-0.1476,7.0,16.0,S9,190,MIA,False,MIA,-0.03903944141218614
8.0,21.0,17.0,5.0,1.0,3.0,1.0,1.0,0.0,8.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,0.0,0.29411764705882354,0.42857142857142855,0.47058823529411764,0.8991596638655461,0.1764705882352941,0.3333333333333333,0.0,0.0,0.09523809523809523,0.19047619047619047,0.6363636363636364,0.36363636363636365,1.75,259.1,0.42857142857142855,0.47058823529411764,-0.6000743837813529,-0.1669,7.0,4.0,S9,191,COL,False,COL,0.020746690634018027
