G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Season,Hitter ID,Team,is_sub_row,Last Team,WAR
16.0,42.0,39.0,16.0,13.0,5.0,5.0,3.0,3.0,36.0,8.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,11.0,3.0,0.0,0.41025641025641024,0.4523809523809524,0.9230769230769231,1.3754578754578755,0.5128205128205129,0.38235294117647056,1.0,0.07142857142857142,0.047619047619047616,0.07142857142857142,0.36363636363636365,0.6363636363636364,0.5714285714285714,193.13953488372093,0.4523809523809524,0.9230769230769231,11.447743618003653,0.8428000000000001,8.0,14.0,S9,89,COL,False,COL,1.305759092245987
14.0,45.0,36.0,9.0,10.0,4.0,3.0,2.0,0.0,16.0,3.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,9.0,4.0,0.0,0.25,0.4,0.4444444444444444,0.8444444444444444,0.19444444444444442,0.3333333333333333,,0.0,0.2,0.2,0.3157894736842105,0.6842105263157895,0.46153846153846156,242.04444444444445,0.4,0.4444444444444444,7.141706789655858,0.33729999999999993,6.0,13.0,S9,90,CWS,False,CWS,0.8866543187287519
15.0,45.0,37.0,7.0,5.0,3.0,2.0,0.0,2.0,15.0,4.0,8.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,0.1891891891891892,0.3333333333333333,0.40540540540540543,0.7387387387387387,0.21621621621621623,0.3125,,0.044444444444444446,0.4222222222222222,0.17777777777777778,0.45454545454545453,0.5454545454545454,0.8333333333333334,255.06666666666666,0.3333333333333333,0.40540540540540543,-3.484105800524557,-0.31190000000000007,5.0,6.0,S9,91,SDP,False,SDP,-0.17592694028928962
11.0,33.0,28.0,10.0,5.0,6.0,4.0,0.0,0.0,14.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,10.0,1.0,0.0,0.35714285714285715,0.42424242424242425,0.5,0.9242424242424243,0.14285714285714285,0.38461538461538464,,0.0,0.09090909090909091,0.12121212121212122,0.3333333333333333,0.6666666666666666,0.5,224.36363636363637,0.42424242424242425,0.5,2.71152189579091,-0.0015999999999999348,6.0,12.0,S9,99,DET,False,DET,0.39764019207207946
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,,0.0,0.0,0.0,,,,47.0,1.0,2.0,0.48165098058539474,0.0637,0.0,0.0,S9,100,DET,False,DET,0.051998067831054276
10.0,29.0,27.0,7.0,6.0,0.0,6.0,0.0,1.0,16.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,3.0,0.0,0.25925925925925924,0.3103448275862069,0.5925925925925926,0.9029374201787994,0.3333333333333333,0.3157894736842105,,0.034482758620689655,0.2413793103448276,0.06896551724137931,0.38461538461538464,0.6153846153846154,0.625,247.89655172413794,0.3103448275862069,0.5925925925925926,4.232521007309791,-0.18519999999999992,5.0,8.0,S9,104,DET,False,DET,0.5344082241339084
12.0,33.0,31.0,13.0,8.0,7.0,2.0,3.0,1.0,24.0,6.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.41935483870967744,0.45454545454545453,0.7741935483870968,1.2287390029325513,0.3548387096774193,0.5,1.0,0.030303030303030304,0.18181818181818182,0.06060606060606061,0.5384615384615384,0.46153846153846156,1.1666666666666667,210.11428571428573,0.45454545454545453,0.7741935483870968,8.029233877120392,0.3337,7.0,6.0,S9,108,HOU,False,HOU,0.9294113902050276
15.0,45.0,43.0,10.0,6.0,4.0,2.0,1.0,3.0,23.0,7.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,4.0,8.0,0.0,0.23255813953488372,0.26666666666666666,0.5348837209302325,0.8015503875968992,0.3023255813953488,0.22580645161290322,,0.06666666666666667,0.2,0.044444444444444446,0.52,0.48,1.0833333333333333,274.73333333333335,0.26666666666666666,0.5348837209302325,-3.5579861615470945,-0.2785,13.0,12.0,S9,113,HOU,False,HOU,-0.1833149763915434
8.0,20.0,19.0,3.0,1.0,1.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,3.0,0.0,0.15789473684210525,0.2,0.2631578947368421,0.4631578947368421,0.10526315789473684,0.21428571428571427,,0.0,0.25,0.05,0.75,0.25,3.0,312.55,0.2,0.2631578947368421,-4.538482413239104,-0.4044,9.0,3.0,S9,114,HOU,False,HOU,-0.3771888458736144
2.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,,0.0,0.0,0.0,1.0,0.0,,195.33333333333334,0.6666666666666666,0.6666666666666666,0.5758948171109989,0.0638,1.0,0.0,S9,117,HOU,False,HOU,0.0690883910286443
12.0,37.0,35.0,13.0,4.0,6.0,5.0,1.0,1.0,23.0,7.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,9.0,3.0,0.0,0.37142857142857144,0.3783783783783784,0.6571428571428571,1.0355212355212355,0.2857142857142857,0.41379310344827586,,0.02702702702702703,0.16216216216216217,0.02702702702702703,0.3157894736842105,0.6842105263157895,0.46153846153846156,208.2,0.3783783783783784,0.6571428571428571,-0.29160372371965204,0.18630000000000002,6.0,13.0,S9,119,HOU,False,HOU,0.11265950921108245
10.0,24.0,21.0,4.0,3.0,1.0,1.0,1.0,1.0,10.0,3.0,3.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,0.0,0.19047619047619047,0.2916666666666667,0.47619047619047616,0.7678571428571428,0.2857142857142857,0.21428571428571427,0.6666666666666666,0.041666666666666664,0.25,0.125,0.2727272727272727,0.7272727272727273,0.375,242.40740740740742,0.2916666666666667,0.47619047619047616,-2.644620485264457,-0.4129,3.0,8.0,S9,127,PHI,False,PHI,-0.17247077398609045
4.0,5.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,6.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.2,1.6,0.7999999999999999,0.5,,0.2,0.4,0.0,0.0,1.0,0.0,178.25,0.4,1.2,-0.2792809190009581,0.246,0.0,1.0,S9,131,NYY,False,NYY,-0.0087632430375218
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,497.0,0.0,0.0,-0.23942782517771316,-0.0037,1.0,0.0,S9,134,NYM,False,NYM,-0.020109812745256514
12.0,32.0,31.0,11.0,6.0,5.0,4.0,0.0,2.0,21.0,6.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,2.0,0.0,0.3548387096774194,0.375,0.6774193548387096,1.0524193548387095,0.32258064516129026,0.375,1.0,0.0625,0.15625,0.03125,0.4666666666666667,0.5333333333333333,0.875,218.52777777777777,0.375,0.6774193548387096,3.271824505943877,0.3398,7.0,8.0,S9,135,PHI,False,PHI,0.44983748331486134
15.0,42.0,40.0,10.0,3.0,2.0,2.0,4.0,2.0,26.0,6.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,11.0,8.0,0.0,0.25,0.2619047619047619,0.65,0.911904761904762,0.4,0.25,0.0,0.047619047619047616,0.16666666666666666,0.023809523809523808,0.23076923076923078,0.7692307692307693,0.3,232.58139534883722,0.2619047619047619,0.65,-5.653879895782238,-0.2914,6.0,20.0,S9,138,NYY,False,NYY,-0.40440325913260206
12.0,31.0,30.0,10.0,7.0,2.0,3.0,1.0,4.0,27.0,11.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,7.0,2.0,0.0,0.3333333333333333,0.3548387096774194,0.9,1.2548387096774194,0.5666666666666667,0.2608695652173913,,0.12903225806451613,0.0967741935483871,0.03225806451612903,0.5,0.5,1.0,230.25806451612902,0.3548387096774194,0.9,0.4171033492788915,0.3846,9.0,9.0,S9,140,KCR,False,KCR,0.160532397875848
15.0,42.0,40.0,18.0,11.0,10.0,3.0,0.0,5.0,36.0,9.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,3.0,0.0,0.45,0.47619047619047616,0.9,1.3761904761904762,0.45,0.43333333333333335,1.0,0.11904761904761904,0.11904761904761904,0.047619047619047616,0.35294117647058826,0.6470588235294118,0.5454545454545454,202.67441860465115,0.47619047619047616,0.9,9.260004565096313,1.1172,6.0,11.0,S9,151,KCR,False,KCR,1.086985186955253
10.0,32.0,26.0,8.0,4.0,5.0,2.0,0.0,1.0,13.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,9.0,3.0,0.0,0.3076923076923077,0.375,0.5,0.875,0.1923076923076923,0.30434782608695654,,0.03125,0.125,0.125,0.2631578947368421,0.7368421052631579,0.35714285714285715,230.96875,0.375,0.5,0.10994092826132196,-0.1381,5.0,14.0,S9,161,SDP,False,SDP,0.13364912554660585
16.0,47.0,38.0,11.0,7.0,9.0,0.0,0.0,2.0,17.0,5.0,8.0,0.0,5.0,0.0,1.0,4.0,0.0,1.0,3.0,4.0,9.0,7.0,3.0,0.0,0.2894736842105263,0.40425531914893614,0.4473684210526316,0.8516237402015677,0.15789473684210525,0.28125,0.2,0.0425531914893617,0.10638297872340426,0.1702127659574468,0.5925925925925926,0.4074074074074074,1.4545454545454546,260.88461538461536,0.40425531914893614,0.4473684210526316,-0.5622324014673445,-0.2687,16.0,11.0,S9,163,LAD,False,LAD,0.1239263391614612
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,432.0,0.0,0.0,-0.2395179833774137,-0.0017000000000000001,1.0,0.0,S9,165,LAD,False,LAD,-0.02011882856522657
10.0,23.0,22.0,3.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.13636363636363635,0.17391304347826086,0.18181818181818182,0.3557312252964427,0.04545454545454547,0.25,,0.0,0.43478260869565216,0.043478260869565216,0.4444444444444444,0.5555555555555556,0.8,281.69565217391306,0.17391304347826086,0.18181818181818182,-3.4404250326561505,-0.3625,4.0,5.0,S9,168,LAD,False,LAD,-0.2558841984977746
12.0,28.0,28.0,10.0,4.0,6.0,2.0,2.0,0.0,16.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,6.0,1.0,0.0,0.35714285714285715,0.35714285714285715,0.5714285714285714,0.9285714285714286,0.21428571428571425,0.45454545454545453,0.0,0.0,0.21428571428571427,0.0,0.4166666666666667,0.5833333333333334,0.7142857142857143,233.16666666666666,0.35714285714285715,0.5714285714285714,0.06834289587583653,0.16359999999999997,5.0,7.0,S9,170,LAD,False,LAD,0.1141574432179981
13.0,33.0,27.0,8.0,5.0,4.0,2.0,0.0,2.0,16.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,8.0,2.0,0.0,0.2962962962962963,0.3939393939393939,0.5925925925925926,0.9865319865319865,0.2962962962962963,0.2608695652173913,,0.06060606060606061,0.09090909090909091,0.15151515151515152,0.3888888888888889,0.6111111111111112,0.6363636363636364,233.5151515151515,0.3939393939393939,0.5925925925925926,2.6708613175712195,0.5882999999999999,7.0,11.0,S9,176,PIT,False,PIT,0.3935741342501104
12.0,31.0,28.0,9.0,5.0,5.0,2.0,1.0,1.0,16.0,4.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,2.0,7.0,1.0,0.0,0.32142857142857145,0.3870967741935484,0.5714285714285714,0.9585253456221198,0.24999999999999994,0.34782608695652173,0.0,0.03225806451612903,0.12903225806451613,0.0967741935483871,0.5555555555555556,0.4444444444444444,1.25,243.90625,0.3870967741935484,0.5714285714285714,0.10624610846280347,-0.17679999999999998,10.0,8.0,S9,178,CWS,False,CWS,0.1294466737942392
16.0,51.0,46.0,23.0,10.0,17.0,2.0,0.0,4.0,37.0,9.0,5.0,0.0,7.0,0.0,8.0,6.0,0.0,0.0,2.0,4.0,3.0,8.0,1.0,0.0,0.5,0.5490196078431373,0.8043478260869565,1.3533674339300938,0.30434782608695654,0.5428571428571428,0.5714285714285714,0.0784313725490196,0.13725490196078433,0.09803921568627451,0.5,0.5,1.0,204.87692307692308,0.5490196078431373,0.8043478260869565,7.620255933084051,0.7919999999999999,9.0,9.0,S9,180,ATL,False,ATL,0.95750705170666
10.0,23.0,23.0,6.0,3.0,3.0,0.0,0.0,3.0,15.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,0.0,0.0,0.2608695652173913,0.2608695652173913,0.6521739130434783,0.9130434782608696,0.391304347826087,0.21428571428571427,,0.13043478260869565,0.2608695652173913,0.0,0.5833333333333334,0.4166666666666667,1.4,258.5217391304348,0.2608695652173913,0.6521739130434783,-3.240037592887013,-0.3067,7.0,5.0,S9,186,ATL,False,ATL,-0.23584545452086086
14.0,36.0,34.0,7.0,3.0,3.0,3.0,1.0,0.0,12.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,11.0,5.0,0.0,0.20588235294117646,0.25,0.35294117647058826,0.6029411764705883,0.1470588235294118,0.23333333333333334,,0.0,0.1111111111111111,0.05555555555555555,0.30434782608695654,0.6956521739130435,0.4375,252.05555555555554,0.25,0.35294117647058826,-1.774750911473061,-0.1476,7.0,16.0,S9,190,MIA,False,MIA,-0.03948817933677327
8.0,21.0,17.0,5.0,1.0,3.0,1.0,1.0,0.0,8.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,0.0,0.29411764705882354,0.42857142857142855,0.47058823529411764,0.8991596638655461,0.1764705882352941,0.3333333333333333,,0.0,0.09523809523809523,0.19047619047619047,0.6363636363636364,0.36363636363636365,1.75,259.1,0.42857142857142855,0.47058823529411764,-0.6000743837813529,-0.1669,7.0,4.0,S9,191,COL,False,COL,0.02048492684467553
